product_id,product_name,plant,week_no,material_id,material_name,cumulative_unit_usage,finished_good_demand,material_gross_demand,product_lifecycle
P002,车载电源-B,华南工厂,2,M0047,信号线束-047,8.0,1271,10168,Pilot
P002,车载电源-B,华南工厂,3,M0047,信号线束-047,8.0,1243,9944,Pilot
P002,车载电源-B,华南工厂,4,M0047,信号线束-047,8.0,1500,12000,Pilot
P002,车载电源-B,华南工厂,5,M0047,信号线束-047,8.0,1035,8280,Pilot
P002,车载电源-B,华南工厂,6,M0047,信号线束-047,8.0,1151,9208,Pilot
P002,车载电源-B,华南工厂,7,M0047,信号线束-047,8.0,1052,8416,Pilot
P002,车载电源-B,华南工厂,8,M0047,信号线束-047,8.0,1246,9968,Pilot
P002,车载电源-B,华南工厂,9,M0047,信号线束-047,8.0,1548,12384,Pilot
P002,车载电源-B,华南工厂,10,M0047,信号线束-047,8.0,1578,12624,Pilot
P002,车载电源-B,华南工厂,11,M0047,信号线束-047,8.0,1561,12488,Pilot
P002,车载电源-B,华南工厂,12,M0047,信号线束-047,8.0,1993,15944,Pilot
P002,车载电源-B,华南工厂,1,M0048,支架-048,4.0,1126,4504,Pilot
P002,车载电源-B,华南工厂,2,M0048,支架-048,4.0,1271,5084,Pilot
P002,车载电源-B,华南工厂,3,M0048,支架-048,4.0,1243,4972,Pilot
P002,车载电源-B,华南工厂,4,M0048,支架-048,4.0,1500,6000,Pilot
P002,车载电源-B,华南工厂,5,M0048,支架-048,4.0,1035,4140,Pilot
P002,车载电源-B,华南工厂,6,M0048,支架-048,4.0,1151,4604,Pilot
P002,车载电源-B,华南工厂,7,M0048,支架-048,4.0,1052,4208,Pilot
P002,车载电源-B,华南工厂,8,M0048,支架-048,4.0,1246,4984,Pilot
P002,车载电源-B,华南工厂,9,M0048,支架-048,4.0,1548,6192,Pilot
P002,车载电源-B,华南工厂,10,M0048,支架-048,4.0,1578,6312,Pilot
P002,车载电源-B,华南工厂,11,M0048,支架-048,4.0,1561,6244,Pilot
P002,车载电源-B,华南工厂,12,M0048,支架-048,4.0,1993,7972,Pilot
P003,域控制器-C,华东工厂,1,M0001,控制板-001,1.0,320,320,SOP
P003,域控制器-C,华东工厂,2,M0001,控制板-001,1.0,326,326,SOP
P003,域控制器-C,华东工厂,3,M0001,控制板-001,1.0,303,303,SOP
P003,域控制器-C,华东工厂,4,M0001,控制板-001,1.0,320,320,SOP
P003,域控制器-C,华东工厂,5,M0001,控制板-001,1.0,86,86,SOP
P003,域控制器-C,华东工厂,6,M0001,控制板-001,1.0,83,83,SOP
P003,域控制器-C,华东工厂,7,M0001,控制板-001,1.0,83,83,SOP
P003,域控制器-C,华东工厂,8,M0001,控制板-001,1.0,95,95,SOP
P003,域控制器-C,华东工厂,9,M0001,控制板-001,1.0,0,0,SOP
P003,域控制器-C,华东工厂,10,M0001,控制板-001,1.0,0,0,SOP
P003,域控制器-C,华东工厂,11,M0001,控制板-001,1.0,0,0,SOP
P003,域控制器-C,华东工厂,12,M0001,控制板-001,1.0,0,0,SOP
P003,域控制器-C,华东工厂,1,M0002,信号线束-002,9.0,320,2880,SOP
P003,域控制器-C,华东工厂,2,M0002,信号线束-002,9.0,326,2934,SOP
P003,域控制器-C,华东工厂,3,M0002,信号线束-002,9.0,303,2727,SOP
P003,域控制器-C,华东工厂,4,M0002,信号线束-002,9.0,320,2880,SOP
P003,域控制器-C,华东工厂,5,M0002,信号线束-002,9.0,86,774,SOP
P003,域控制器-C,华东工厂,6,M0002,信号线束-002,9.0,83,747,SOP
P003,域控制器-C,华东工厂,7,M0002,信号线束-002,9.0,83,747,SOP
P003,域控制器-C,华东工厂,8,M0002,信号线束-002,9.0,95,855,SOP
P003,域控制器-C,华东工厂,9,M0002,信号线束-002,9.0,0,0,SOP
P003,域控制器-C,华东工厂,10,M0002,信号线束-002,9.0,0,0,SOP
P003,域控制器-C,华东工厂,11,M0002,信号线束-002,9.0,0,0,SOP
P003,域控制器-C,华东工厂,12,M0002,信号线束-002,9.0,0,0,SOP
P003,域控制器-C,华东工厂,1,M0007,高压线束-007,2.0,320,640,SOP
P003,域控制器-C,华东工厂,2,M0007,高压线束-007,2.0,326,652,SOP
P003,域控制器-C,华东工厂,3,M0007,高压线束-007,2.0,303,606,SOP
P003,域控制器-C,华东工厂,4,M0007,高压线束-007,2.0,320,640,SOP
P003,域控制器-C,华东工厂,5,M0007,高压线束-007,2.0,86,172,SOP
P003,域控制器-C,华东工厂,6,M0007,高压线束-007,2.0,83,166,SOP
P003,域控制器-C,华东工厂,7,M0007,高压线束-007,2.0,83,166,SOP
P003,域控制器-C,华东工厂,8,M0007,高压线束-007,2.0,95,190,SOP
P003,域控制器-C,华东工厂,9,M0007,高压线束-007,2.0,0,0,SOP
P003,域控制器-C,华东工厂,10,M0007,高压线束-007,2.0,0,0,SOP
P003,域控制器-C,华东工厂,11,M0007,高压线束-007,2.0,0,0,SOP
P003,域控制器-C,华东工厂,12,M0007,高压线束-007,2.0,0,0,SOP
P003,域控制器-C,华东工厂,1,M0008,盖板-008,1.0,320,320,SOP
P003,域控制器-C,华东工厂,2,M0008,盖板-008,1.0,326,326,SOP
P003,域控制器-C,华东工厂,3,M0008,盖板-008,1.0,303,303,SOP
P003,域控制器-C,华东工厂,4,M0008,盖板-008,1.0,320,320,SOP
P003,域控制器-C,华东工厂,5,M0008,盖板-008,1.0,86,86,SOP
P003,域控制器-C,华东工厂,6,M0008,盖板-008,1.0,83,83,SOP
P003,域控制器-C,华东工厂,7,M0008,盖板-008,1.0,83,83,SOP
P003,域控制器-C,华东工厂,8,M0008,盖板-008,1.0,95,95,SOP
P003,域控制器-C,华东工厂,9,M0008,盖板-008,1.0,0,0,SOP
P003,域控制器-C,华东工厂,10,M0008,盖板-008,1.0,0,0,SOP
P003,域控制器-C,华东工厂,11,M0008,盖板-008,1.0,0,0,SOP
P003,域控制器-C,华东工厂,12,M0008,盖板-008,1.0,0,0,SOP
P003,域控制器-C,华东工厂,1,M0010,电感-010,1.0,320,320,SOP
P003,域控制器-C,华东工厂,2,M0010,电感-010,1.0,326,326,SOP
P003,域控制器-C,华东工厂,3,M0010,电感-010,1.0,303,303,SOP
P003,域控制器-C,华东工厂,4,M0010,电感-010,1.0,320,320,SOP
P003,域控制器-C,华东工厂,5,M0010,电感-010,1.0,86,86,SOP
P003,域控制器-C,华东工厂,6,M0010,电感-010,1.0,83,83,SOP
P003,域控制器-C,华东工厂,7,M0010,电感-010,1.0,83,83,SOP
P003,域控制器-C,华东工厂,8,M0010,电感-010,1.0,95,95,SOP
P003,域控制器-C,华东工厂,9,M0010,电感-010,1.0,0,0,SOP
P003,域控制器-C,华东工厂,10,M0010,电感-010,1.0,0,0,SOP
P003,域控制器-C,华东工厂,11,M0010,电感-010,1.0,0,0,SOP
P003,域控制器-C,华东工厂,12,M0010,电感-010,1.0,0,0,SOP
P003,域控制器-C,华东工厂,1,M0011,控制板-011,4.0,320,1280,SOP
P003,域控制器-C,华东工厂,2,M0011,控制板-011,4.0,326,1304,SOP
P003,域控制器-C,华东工厂,3,M0011,控制板-011,4.0,303,1212,SOP
P003,域控制器-C,华东工厂,4,M0011,控制板-011,4.0,320,1280,SOP
P003,域控制器-C,华东工厂,5,M0011,控制板-011,4.0,86,344,SOP
P003,域控制器-C,华东工厂,6,M0011,控制板-011,4.0,83,332,SOP
P003,域控制器-C,华东工厂,7,M0011,控制板-011,4.0,83,332,SOP
P003,域控制器-C,华东工厂,8,M0011,控制板-011,4.0,95,380,SOP
P003,域控制器-C,华东工厂,9,M0011,控制板-011,4.0,0,0,SOP
P003,域控制器-C,华东工厂,10,M0011,控制板-011,4.0,0,0,SOP
P003,域控制器-C,华东工厂,11,M0011,控制板-011,4.0,0,0,SOP
P003,域控制器-C,华东工厂,12,M0011,控制板-011,4.0,0,0,SOP
P003,域控制器-C,华东工厂,1,M0019,铜排-019,2.0,320,640,SOP
P003,域控制器-C,华东工厂,2,M0019,铜排-019,2.0,326,652,SOP
P003,域控制器-C,华东工厂,3,M0019,铜排-019,2.0,303,606,SOP
P003,域控制器-C,华东工厂,4,M0019,铜排-019,2.0,320,640,SOP
P003,域控制器-C,华东工厂,5,M0019,铜排-019,2.0,86,172,SOP
P003,域控制器-C,华东工厂,6,M0019,铜排-019,2.0,83,166,SOP
P003,域控制器-C,华东工厂,7,M0019,铜排-019,2.0,83,166,SOP
P003,域控制器-C,华东工厂,8,M0019,铜排-019,2.0,95,190,SOP
P003,域控制器-C,华东工厂,9,M0019,铜排-019,2.0,0,0,SOP
P003,域控制器-C,华东工厂,10,M0019,铜排-019,2.0,0,0,SOP
P003,域控制器-C,华东工厂,11,M0019,铜排-019,2.0,0,0,SOP
P003,域控制器-C,华东工厂,12,M0019,铜排-019,2.0,0,0,SOP
P003,域控制器-C,华东工厂,1,M0020,变压器-020,2.0,320,640,SOP
P003,域控制器-C,华东工厂,2,M0020,变压器-020,2.0,326,652,SOP
P003,域控制器-C,华东工厂,3,M0020,变压器-020,2.0,303,606,SOP
P003,域控制器-C,华东工厂,4,M0020,变压器-020,2.0,320,640,SOP
P003,域控制器-C,华东工厂,5,M0020,变压器-020,2.0,86,172,SOP
P003,域控制器-C,华东工厂,6,M0020,变压器-020,2.0,83,166,SOP
P003,域控制器-C,华东工厂,7,M0020,变压器-020,2.0,83,166,SOP
P003,域控制器-C,华东工厂,8,M0020,变压器-020,2.0,95,190,SOP
P003,域控制器-C,华东工厂,9,M0020,变压器-020,2.0,0,0,SOP
P003,域控制器-C,华东工厂,10,M0020,变压器-020,2.0,0,0,SOP
P003,域控制器-C,华东工厂,11,M0020,变压器-020,2.0,0,0,SOP
P003,域控制器-C,华东工厂,12,M0020,变压器-020,2.0,0,0,SOP
P003,域控制器-C,华东工厂,1,M0030,磁芯-030,1.0,320,320,SOP
P003,域控制器-C,华东工厂,2,M0030,磁芯-030,1.0,326,326,SOP
P003,域控制器-C,华东工厂,3,M0030,磁芯-030,1.0,303,303,SOP
P003,域控制器-C,华东工厂,4,M0030,磁芯-030,1.0,320,320,SOP
P003,域控制器-C,华东工厂,5,M0030,磁芯-030,1.0,86,86,SOP
P003,域控制器-C,华东工厂,6,M0030,磁芯-030,1.0,83,83,SOP
P003,域控制器-C,华东工厂,7,M0030,磁芯-030,1.0,83,83,SOP
P003,域控制器-C,华东工厂,8,M0030,磁芯-030,1.0,95,95,SOP
P003,域控制器-C,华东工厂,9,M0030,磁芯-030,1.0,0,0,SOP
P003,域控制器-C,华东工厂,10,M0030,磁芯-030,1.0,0,0,SOP
P003,域控制器-C,华东工厂,11,M0030,磁芯-030,1.0,0,0,SOP
P003,域控制器-C,华东工厂,12,M0030,磁芯-030,1.0,0,0,SOP
P003,域控制器-C,华东工厂,1,M0051,控制板-051,4.0,320,1280,SOP
P003,域控制器-C,华东工厂,2,M0051,控制板-051,4.0,326,1304,SOP
P003,域控制器-C,华东工厂,3,M0051,控制板-051,4.0,303,1212,SOP
P003,域控制器-C,华东工厂,4,M0051,控制板-051,4.0,320,1280,SOP
P003,域控制器-C,华东工厂,5,M0051,控制板-051,4.0,86,344,SOP
P003,域控制器-C,华东工厂,6,M0051,控制板-051,4.0,83,332,SOP
P003,域控制器-C,华东工厂,7,M0051,控制板-051,4.0,83,332,SOP
P003,域控制器-C,华东工厂,8,M0051,控制板-051,4.0,95,380,SOP
P003,域控制器-C,华东工厂,9,M0051,控制板-051,4.0,0,0,SOP
P003,域控制器-C,华东工厂,10,M0051,控制板-051,4.0,0,0,SOP
P003,域控制器-C,华东工厂,11,M0051,控制板-051,4.0,0,0,SOP
P003,域控制器-C,华东工厂,12,M0051,控制板-051,4.0,0,0,SOP
P003,域控制器-C,华东工厂,1,M0052,高压线束-052,1.0,320,320,SOP
P003,域控制器-C,华东工厂,2,M0052,高压线束-052,1.0,326,326,SOP
P003,域控制器-C,华东工厂,3,M0052,高压线束-052,1.0,303,303,SOP
P003,域控制器-C,华东工厂,4,M0052,高压线束-052,1.0,320,320,SOP
P003,域控制器-C,华东工厂,5,M0052,高压线束-052,1.0,86,86,SOP
P003,域控制器-C,华东工厂,6,M0052,高压线束-052,1.0,83,83,SOP
P003,域控制器-C,华东工厂,7,M0052,高压线束-052,1.0,83,83,SOP
P003,域控制器-C,华东工厂,8,M0052,高压线束-052,1.0,95,95,SOP
P003,域控制器-C,华东工厂,9,M0052,高压线束-052,1.0,0,0,SOP
P003,域控制器-C,华东工厂,10,M0052,高压线束-052,1.0,0,0,SOP
P003,域控制器-C,华东工厂,11,M0052,高压线束-052,1.0,0,0,SOP
P003,域控制器-C,华东工厂,12,M0052,高压线束-052,1.0,0,0,SOP
P003,域控制器-C,华东工厂,1,M0055,电感-055,1.0,320,320,SOP
P003,域控制器-C,华东工厂,2,M0055,电感-055,1.0,326,326,SOP
P003,域控制器-C,华东工厂,3,M0055,电感-055,1.0,303,303,SOP
P003,域控制器-C,华东工厂,4,M0055,电感-055,1.0,320,320,SOP
P003,域控制器-C,华东工厂,5,M0055,电感-055,1.0,86,86,SOP
P003,域控制器-C,华东工厂,6,M0055,电感-055,1.0,83,83,SOP
P003,域控制器-C,华东工厂,7,M0055,电感-055,1.0,83,83,SOP
P003,域控制器-C,华东工厂,8,M0055,电感-055,1.0,95,95,SOP
P003,域控制器-C,华东工厂,9,M0055,电感-055,1.0,0,0,SOP
P003,域控制器-C,华东工厂,10,M0055,电感-055,1.0,0,0,SOP
P003,域控制器-C,华东工厂,11,M0055,电感-055,1.0,0,0,SOP
P003,域控制器-C,华东工厂,12,M0055,电感-055,1.0,0,0,SOP
P003,域控制器-C,华东工厂,1,M0056,控制板-056,4.0,320,1280,SOP
P003,域控制器-C,华东工厂,2,M0056,控制板-056,4.0,326,1304,SOP
P003,域控制器-C,华东工厂,3,M0056,控制板-056,4.0,303,1212,SOP
P003,域控制器-C,华东工厂,4,M0056,控制板-056,4.0,320,1280,SOP
P003,域控制器-C,华东工厂,5,M0056,控制板-056,4.0,86,344,SOP
P003,域控制器-C,华东工厂,6,M0056,控制板-056,4.0,83,332,SOP
P003,域控制器-C,华东工厂,7,M0056,控制板-056,4.0,83,332,SOP
P003,域控制器-C,华东工厂,8,M0056,控制板-056,4.0,95,380,SOP
P003,域控制器-C,华东工厂,9,M0056,控制板-056,4.0,0,0,SOP
P003,域控制器-C,华东工厂,10,M0056,控制板-056,4.0,0,0,SOP
P003,域控制器-C,华东工厂,11,M0056,控制板-056,4.0,0,0,SOP
P003,域控制器-C,华东工厂,12,M0056,控制板-056,4.0,0,0,SOP
P003,域控制器-C,华东工厂,1,M0070,电感-070,2.0,320,640,SOP
P003,域控制器-C,华东工厂,2,M0070,电感-070,2.0,326,652,SOP
P003,域控制器-C,华东工厂,3,M0070,电感-070,2.0,303,606,SOP
P003,域控制器-C,华东工厂,4,M0070,电感-070,2.0,320,640,SOP
P003,域控制器-C,华东工厂,5,M0070,电感-070,2.0,86,172,SOP
P003,域控制器-C,华东工厂,6,M0070,电感-070,2.0,83,166,SOP
P003,域控制器-C,华东工厂,7,M0070,电感-070,2.0,83,166,SOP
P003,域控制器-C,华东工厂,8,M0070,电感-070,2.0,95,190,SOP
P003,域控制器-C,华东工厂,9,M0070,电感-070,2.0,0,0,SOP
P003,域控制器-C,华东工厂,10,M0070,电感-070,2.0,0,0,SOP
P003,域控制器-C,华东工厂,11,M0070,电感-070,2.0,0,0,SOP
P003,域控制器-C,华东工厂,12,M0070,电感-070,2.0,0,0,SOP
P004,充电模块-D,华南工厂,1,M0004,铜排-004,4.0,954,3816,SOP
P004,充电模块-D,华南工厂,2,M0004,铜排-004,4.0,1193,4772,SOP
P004,充电模块-D,华南工厂,3,M0004,铜排-004,4.0,1141,4564,SOP
P004,充电模块-D,华南工厂,4,M0004,铜排-004,4.0,1415,5660,SOP
P004,充电模块-D,华南工厂,5,M0004,铜排-004,4.0,916,3664,SOP
P004,充电模块-D,华南工厂,6,M0004,铜排-004,4.0,945,3780,SOP
P004,充电模块-D,华南工厂,7,M0004,铜排-004,4.0,958,3832,SOP
P004,充电模块-D,华南工厂,8,M0004,铜排-004,4.0,1121,4484,SOP
P004,充电模块-D,华南工厂,9,M0004,铜排-004,4.0,693,2772,SOP
P004,充电模块-D,华南工厂,10,M0004,铜排-004,4.0,809,3236,SOP
P004,充电模块-D,华南工厂,11,M0004,铜排-004,4.0,783,3132,SOP
P004,充电模块-D,华南工厂,12,M0004,铜排-004,4.0,915,3660,SOP
P004,充电模块-D,华南工厂,1,M0005,变压器-005,2.0,954,1908,SOP
P004,充电模块-D,华南工厂,2,M0005,变压器-005,2.0,1193,2386,SOP
P004,充电模块-D,华南工厂,3,M0005,变压器-005,2.0,1141,2282,SOP
P004,充电模块-D,华南工厂,4,M0005,变压器-005,2.0,1415,2830,SOP
P004,充电模块-D,华南工厂,5,M0005,变压器-005,2.0,916,1832,SOP
P004,充电模块-D,华南工厂,6,M0005,变压器-005,2.0,945,1890,SOP
P004,充电模块-D,华南工厂,7,M0005,变压器-005,2.0,958,1916,SOP
P004,充电模块-D,华南工厂,8,M0005,变压器-005,2.0,1121,2242,SOP
P004,充电模块-D,华南工厂,9,M0005,变压器-005,2.0,693,1386,SOP
P004,充电模块-D,华南工厂,10,M0005,变压器-005,2.0,809,1618,SOP
P004,充电模块-D,华南工厂,11,M0005,变压器-005,2.0,783,1566,SOP
P004,充电模块-D,华南工厂,12,M0005,变压器-005,2.0,915,1830,SOP
P004,充电模块-D,华南工厂,1,M0013,壳体-013,1.0,954,954,SOP
P004,充电模块-D,华南工厂,2,M0013,壳体-013,1.0,1193,1193,SOP
P004,充电模块-D,华南工厂,3,M0013,壳体-013,1.0,1141,1141,SOP
P004,充电模块-D,华南工厂,4,M0013,壳体-013,1.0,1415,1415,SOP
P004,充电模块-D,华南工厂,5,M0013,壳体-013,1.0,916,916,SOP
P004,充电模块-D,华南工厂,6,M0013,壳体-013,1.0,945,945,SOP
P004,充电模块-D,华南工厂,7,M0013,壳体-013,1.0,958,958,SOP
P004,充电模块-D,华南工厂,8,M0013,壳体-013,1.0,1121,1121,SOP
P004,充电模块-D,华南工厂,9,M0013,壳体-013,1.0,693,693,SOP
P004,充电模块-D,华南工厂,10,M0013,壳体-013,1.0,809,809,SOP
P004,充电模块-D,华南工厂,11,M0013,壳体-013,1.0,783,783,SOP
P004,充电模块-D,华南工厂,12,M0013,壳体-013,1.0,915,915,SOP
P004,充电模块-D,华南工厂,1,M0014,紧固件-014,2.0,954,1908,SOP
P004,充电模块-D,华南工厂,2,M0014,紧固件-014,2.0,1193,2386,SOP
P004,充电模块-D,华南工厂,3,M0014,紧固件-014,2.0,1141,2282,SOP
P004,充电模块-D,华南工厂,4,M0014,紧固件-014,2.0,1415,2830,SOP
P004,充电模块-D,华南工厂,5,M0014,紧固件-014,2.0,916,1832,SOP
P004,充电模块-D,华南工厂,6,M0014,紧固件-014,2.0,945,1890,SOP
P004,充电模块-D,华南工厂,7,M0014,紧固件-014,2.0,958,1916,SOP
P004,充电模块-D,华南工厂,8,M0014,紧固件-014,2.0,1121,2242,SOP
P004,充电模块-D,华南工厂,9,M0014,紧固件-014,2.0,693,1386,SOP
P004,充电模块-D,华南工厂,10,M0014,紧固件-014,2.0,809,1618,SOP
P004,充电模块-D,华南工厂,11,M0014,紧固件-014,2.0,783,1566,SOP
P004,充电模块-D,华南工厂,12,M0014,紧固件-014,2.0,915,1830,SOP
P004,充电模块-D,华南工厂,1,M0016,控制板-016,4.0,954,3816,SOP
P004,充电模块-D,华南工厂,2,M0016,控制板-016,4.0,1193,4772,SOP
P004,充电模块-D,华南工厂,3,M0016,控制板-016,4.0,1141,4564,SOP
P004,充电模块-D,华南工厂,4,M0016,控制板-016,4.0,1415,5660,SOP
P004,充电模块-D,华南工厂,5,M0016,控制板-016,4.0,916,3664,SOP
P004,充电模块-D,华南工厂,6,M0016,控制板-016,4.0,945,3780,SOP
P004,充电模块-D,华南工厂,7,M0016,控制板-016,4.0,958,3832,SOP
P004,充电模块-D,华南工厂,8,M0016,控制板-016,4.0,1121,4484,SOP
P004,充电模块-D,华南工厂,9,M0016,控制板-016,4.0,693,2772,SOP
P004,充电模块-D,华南工厂,10,M0016,控制板-016,4.0,809,3236,SOP
P004,充电模块-D,华南工厂,11,M0016,控制板-016,4.0,783,3132,SOP
P004,充电模块-D,华南工厂,12,M0016,控制板-016,4.0,915,3660,SOP
P004,充电模块-D,华南工厂,1,M0017,信号线束-017,2.0,954,1908,SOP
P004,充电模块-D,华南工厂,2,M0017,信号线束-017,2.0,1193,2386,SOP
P004,充电模块-D,华南工厂,3,M0017,信号线束-017,2.0,1141,2282,SOP
P004,充电模块-D,华南工厂,4,M0017,信号线束-017,2.0,1415,2830,SOP
P004,充电模块-D,华南工厂,5,M0017,信号线束-017,2.0,916,1832,SOP
P004,充电模块-D,华南工厂,6,M0017,信号线束-017,2.0,945,1890,SOP
P004,充电模块-D,华南工厂,7,M0017,信号线束-017,2.0,958,1916,SOP
P004,充电模块-D,华南工厂,8,M0017,信号线束-017,2.0,1121,2242,SOP
P004,充电模块-D,华南工厂,9,M0017,信号线束-017,2.0,693,1386,SOP
P004,充电模块-D,华南工厂,10,M0017,信号线束-017,2.0,809,1618,SOP
P004,充电模块-D,华南工厂,11,M0017,信号线束-017,2.0,783,1566,SOP
P004,充电模块-D,华南工厂,12,M0017,信号线束-017,2.0,915,1830,SOP
P004,充电模块-D,华南工厂,1,M0023,盖板-023,4.0,954,3816,SOP
P004,充电模块-D,华南工厂,2,M0023,盖板-023,4.0,1193,4772,SOP
P004,充电模块-D,华南工厂,3,M0023,盖板-023,4.0,1141,4564,SOP
P004,充电模块-D,华南工厂,4,M0023,盖板-023,4.0,1415,5660,SOP
P004,充电模块-D,华南工厂,5,M0023,盖板-023,4.0,916,3664,SOP
P004,充电模块-D,华南工厂,6,M0023,盖板-023,4.0,945,3780,SOP
P004,充电模块-D,华南工厂,7,M0023,盖板-023,4.0,958,3832,SOP
P004,充电模块-D,华南工厂,8,M0023,盖板-023,4.0,1121,4484,SOP
P004,充电模块-D,华南工厂,9,M0023,盖板-023,4.0,693,2772,SOP
P004,充电模块-D,华南工厂,10,M0023,盖板-023,4.0,809,3236,SOP
P004,充电模块-D,华南工厂,11,M0023,盖板-023,4.0,783,3132,SOP
P004,充电模块-D,华南工厂,12,M0023,盖板-023,4.0,915,3660,SOP
P004,充电模块-D,华南工厂,1,M0024,散热件-024,8.0,954,7632,SOP
P004,充电模块-D,华南工厂,2,M0024,散热件-024,8.0,1193,9544,SOP
P004,充电模块-D,华南工厂,3,M0024,散热件-024,8.0,1141,9128,SOP
P004,充电模块-D,华南工厂,4,M0024,散热件-024,8.0,1415,11320,SOP
P004,充电模块-D,华南工厂,5,M0024,散热件-024,8.0,916,7328,SOP
P004,充电模块-D,华南工厂,6,M0024,散热件-024,8.0,945,7560,SOP
P004,充电模块-D,华南工厂,7,M0024,散热件-024,8.0,958,7664,SOP
P004,充电模块-D,华南工厂,8,M0024,散热件-024,8.0,1121,8968,SOP
P004,充电模块-D,华南工厂,9,M0024,散热件-024,8.0,693,5544,SOP
P004,充电模块-D,华南工厂,10,M0024,散热件-024,8.0,809,6472,SOP
P004,充电模块-D,华南工厂,11,M0024,散热件-024,8.0,783,6264,SOP
P004,充电模块-D,华南工厂,12,M0024,散热件-024,8.0,915,7320,SOP
P004,充电模块-D,华南工厂,1,M0026,控制板-026,1.0,954,954,SOP
P004,充电模块-D,华南工厂,2,M0026,控制板-026,1.0,1193,1193,SOP
P004,充电模块-D,华南工厂,3,M0026,控制板-026,1.0,1141,1141,SOP
P004,充电模块-D,华南工厂,4,M0026,控制板-026,1.0,1415,1415,SOP
P004,充电模块-D,华南工厂,5,M0026,控制板-026,1.0,916,916,SOP
P004,充电模块-D,华南工厂,6,M0026,控制板-026,1.0,945,945,SOP
P004,充电模块-D,华南工厂,7,M0026,控制板-026,1.0,958,958,SOP
P004,充电模块-D,华南工厂,8,M0026,控制板-026,1.0,1121,1121,SOP
P004,充电模块-D,华南工厂,9,M0026,控制板-026,1.0,693,693,SOP
P004,充电模块-D,华南工厂,10,M0026,控制板-026,1.0,809,809,SOP
P004,充电模块-D,华南工厂,11,M0026,控制板-026,1.0,783,783,SOP
P004,充电模块-D,华南工厂,12,M0026,控制板-026,1.0,915,915,SOP
P004,充电模块-D,华南工厂,1,M0038,盖板-038,2.0,954,1908,SOP
P004,充电模块-D,华南工厂,2,M0038,盖板-038,2.0,1193,2386,SOP
P004,充电模块-D,华南工厂,3,M0038,盖板-038,2.0,1141,2282,SOP
P004,充电模块-D,华南工厂,4,M0038,盖板-038,2.0,1415,2830,SOP
P004,充电模块-D,华南工厂,5,M0038,盖板-038,2.0,916,1832,SOP
P004,充电模块-D,华南工厂,6,M0038,盖板-038,2.0,945,1890,SOP
P004,充电模块-D,华南工厂,7,M0038,盖板-038,2.0,958,1916,SOP
P004,充电模块-D,华南工厂,8,M0038,盖板-038,2.0,1121,2242,SOP
P004,充电模块-D,华南工厂,9,M0038,盖板-038,2.0,693,1386,SOP
P004,充电模块-D,华南工厂,10,M0038,盖板-038,2.0,809,1618,SOP
P004,充电模块-D,华南工厂,11,M0038,盖板-038,2.0,783,1566,SOP
P004,充电模块-D,华南工厂,12,M0038,盖板-038,2.0,915,1830,SOP
P004,充电模块-D,华南工厂,1,M0040,电感-040,8.0,954,7632,SOP
P004,充电模块-D,华南工厂,2,M0040,电感-040,8.0,1193,9544,SOP
P004,充电模块-D,华南工厂,3,M0040,电感-040,8.0,1141,9128,SOP
P004,充电模块-D,华南工厂,4,M0040,电感-040,8.0,1415,11320,SOP
P004,充电模块-D,华南工厂,5,M0040,电感-040,8.0,916,7328,SOP
P004,充电模块-D,华南工厂,6,M0040,电感-040,8.0,945,7560,SOP
P004,充电模块-D,华南工厂,7,M0040,电感-040,8.0,958,7664,SOP
P004,充电模块-D,华南工厂,8,M0040,电感-040,8.0,1121,8968,SOP
P004,充电模块-D,华南工厂,9,M0040,电感-040,8.0,693,5544,SOP
P004,充电模块-D,华南工厂,10,M0040,电感-040,8.0,809,6472,SOP
P004,充电模块-D,华南工厂,11,M0040,电感-040,8.0,783,6264,SOP
P004,充电模块-D,华南工厂,12,M0040,电感-040,8.0,915,7320,SOP
P004,充电模块-D,华南工厂,1,M0059,紧固件-059,1.0,954,954,SOP
P004,充电模块-D,华南工厂,2,M0059,紧固件-059,1.0,1193,1193,SOP
P004,充电模块-D,华南工厂,3,M0059,紧固件-059,1.0,1141,1141,SOP
P004,充电模块-D,华南工厂,4,M0059,紧固件-059,1.0,1415,1415,SOP
P004,充电模块-D,华南工厂,5,M0059,紧固件-059,1.0,916,916,SOP
P004,充电模块-D,华南工厂,6,M0059,紧固件-059,1.0,945,945,SOP
P004,充电模块-D,华南工厂,7,M0059,紧固件-059,1.0,958,958,SOP
P004,充电模块-D,华南工厂,8,M0059,紧固件-059,1.0,1121,1121,SOP
P004,充电模块-D,华南工厂,9,M0059,紧固件-059,1.0,693,693,SOP
P004,充电模块-D,华南工厂,10,M0059,紧固件-059,1.0,809,809,SOP
P004,充电模块-D,华南工厂,11,M0059,紧固件-059,1.0,783,783,SOP
P004,充电模块-D,华南工厂,12,M0059,紧固件-059,1.0,915,915,SOP
P004,充电模块-D,华南工厂,1,M0060,磁芯-060,4.0,954,3816,SOP
P004,充电模块-D,华南工厂,2,M0060,磁芯-060,4.0,1193,4772,SOP
P004,充电模块-D,华南工厂,3,M0060,磁芯-060,4.0,1141,4564,SOP
P004,充电模块-D,华南工厂,4,M0060,磁芯-060,4.0,1415,5660,SOP
P004,充电模块-D,华南工厂,5,M0060,磁芯-060,4.0,916,3664,SOP
